player_name,team_abbreviation,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
Ray Allen,MIL,26.0,195.58,92.98636,69,21.8,4.5,3.9,1.2,0.039,0.1009999999999999,0.262,0.598,0.193,2001-02
Raef LaFrentz,DAL,26.0,210.82,111.13004,78,13.5,7.4,1.1,-1.9,0.078,0.185,0.1989999999999999,0.5329999999999999,0.059,2001-02
Popeye Jones,WAS,32.0,203.2,113.398,79,7.0,7.3,1.6,1.5,0.1369999999999999,0.211,0.156,0.49,0.103,2001-02
Quincy Lewis,UTA,25.0,200.66,97.52228,36,4.0,1.2,1.0,-3.1,0.026,0.077,0.1689999999999999,0.474,0.12,2001-02
Quentin Richardson,LAC,22.0,198.12,101.151016,81,13.3,4.1,1.6,1.3,0.06,0.1159999999999999,0.2319999999999999,0.534,0.105,2001-02
Predrag Drobnjak,SEA,26.0,210.82,123.377024,64,6.8,3.4,0.8,4.3,0.078,0.146,0.2,0.49,0.069,2001-02
Peja Stojakovic,SAC,25.0,205.74,103.872568,71,21.2,5.3,2.5,7.5,0.03,0.12,0.2339999999999999,0.5920000000000001,0.106,2001-02
Raja Bell,PHI,25.0,195.58,92.532768,74,3.4,1.5,1.0,-5.0,0.04,0.1,0.159,0.486,0.141,2001-02
Primoz Brezec,IND,22.0,215.9,110.222856,22,2.0,1.3,0.3,-7.0,0.1,0.083,0.125,0.5379999999999999,0.065,2001-02
Rodney White,DET,22.0,205.74,107.954896,16,3.5,1.1,0.8,6.6,0.02,0.1369999999999999,0.287,0.423,0.138,2001-02
Reggie Slater,ATL,31.0,200.66,115.66596,8,2.6,1.1,0.1,-14.2,0.096,0.118,0.182,0.541,0.038,2001-02
Ryan Bowen,DEN,26.0,205.74,102.965384,75,4.9,4.0,0.7,1.0,0.089,0.1159999999999999,0.103,0.524,0.046,2001-02
Paul Pierce,BOS,24.0,198.12,104.32616,82,26.1,6.9,3.2,5.3,0.026,0.166,0.293,0.57,0.153,2001-02
Rusty LaRue,UTA,28.0,190.5,83.91452,33,5.8,1.5,2.2,-5.9,0.024,0.0819999999999999,0.2019999999999999,0.482,0.2339999999999999,2001-02
Ruben Patterson,POR,26.0,195.58,101.604608,75,11.2,4.0,1.4,2.6,0.103,0.098,0.222,0.5670000000000001,0.109,2001-02
Ruben Boumtje-Boumtje,POR,24.0,213.36,111.13004,33,1.2,1.7,0.1,-12.8,0.094,0.165,0.11,0.4529999999999999,0.0279999999999999,2001-02
Ron Mercer,IND,26.0,200.66,95.25432,53,13.9,3.4,2.4,-11.1,0.032,0.09,0.245,0.439,0.154,2001-02
Rodney Rogers,BOS,31.0,200.66,115.66596,77,11.9,4.5,1.4,4.0,0.075,0.134,0.2189999999999999,0.5579999999999999,0.1009999999999999,2001-02
Rodney Buford,MEM,24.0,195.58,85.728888,63,9.4,4.3,1.1,-9.5,0.033,0.1369999999999999,0.179,0.47,0.068,2001-02
Rod Strickland,MIA,35.0,190.5,83.91452,76,10.4,3.1,6.1,1.9,0.026,0.091,0.2,0.495,0.347,2001-02
Robert Traylor,CHH,25.0,203.2,128.820128,61,3.7,3.1,0.6,-3.1,0.115,0.1969999999999999,0.193,0.473,0.093,2001-02
Robert Pack,MIN,33.0,187.96,86.18248,16,3.9,1.4,3.1,-6.3,0.031,0.072,0.17,0.416,0.316,2001-02
Robert Horry,LAL,31.0,208.28,106.59412,81,6.8,5.9,2.9,8.3,0.068,0.178,0.128,0.528,0.158,2001-02
Ricky Davis,CLE,22.0,200.66,89.357624,82,11.7,3.0,2.2,-4.3,0.039,0.108,0.241,0.539,0.168,2001-02
Rick Fox,LAL,32.0,200.66,109.769264,82,7.9,4.7,3.5,6.1,0.044,0.143,0.152,0.502,0.174,2001-02
Rick Brunson,POR,30.0,193.04,86.18248,59,2.1,1.2,1.9,-1.0,0.0559999999999999,0.103,0.158,0.481,0.336,2001-02
Richard Jefferson,NJN,22.0,200.66,100.697424,79,9.4,3.7,1.8,2.7,0.049,0.125,0.193,0.524,0.125,2001-02
Richard Hamilton,WAS,24.0,200.66,87.543256,63,20.0,3.4,2.7,-1.0,0.038,0.077,0.286,0.511,0.143,2001-02
Reggie Miller,IND,36.0,200.66,88.45044,79,16.5,2.8,3.2,-0.7,0.009,0.075,0.184,0.617,0.144,2001-02
Pau Gasol,MEM,21.0,213.36,102.965384,82,17.6,8.9,2.7,-6.2,0.089,0.182,0.226,0.5660000000000001,0.133,2001-02
Michael Dickerson,MEM,27.0,195.58,86.18248,4,10.8,3.0,2.3,-4.8,0.023,0.092,0.193,0.425,0.113,2001-02
Pat Garrity,ORL,25.0,205.74,107.954896,80,11.1,4.2,1.2,4.0,0.036,0.124,0.1639999999999999,0.5529999999999999,0.063,2001-02
Michael Redd,MIL,22.0,198.12,99.79024,67,11.4,3.3,1.4,2.0,0.065,0.115,0.235,0.581,0.1159999999999999,2001-02
Michael Olowokandi,LAC,27.0,213.36,122.46984,80,11.1,8.9,1.1,-2.3,0.073,0.239,0.203,0.457,0.059,2001-02
Michael Jordan,WAS,39.0,198.12,97.975872,60,22.9,5.7,5.2,-0.3,0.027,0.163,0.361,0.4679999999999999,0.295,2001-02
Michael Finley,DAL,29.0,200.66,97.52228,69,20.6,5.2,3.3,3.9,0.036,0.109,0.239,0.532,0.138,2001-02
Michael Doleac,CLE,25.0,210.82,118.841104,42,4.6,4.0,0.6,-8.7,0.08,0.208,0.158,0.4679999999999999,0.0559999999999999,2001-02
Sam Cassell,MIL,32.0,190.5,83.91452,74,19.7,4.2,6.7,3.1,0.025,0.108,0.2689999999999999,0.545,0.324,2001-02
Michael Curry,DET,33.0,195.58,95.25432,82,4.0,2.0,1.5,0.1,0.009,0.096,0.094,0.521,0.104,2001-02
Michael Ruffin,PHI,25.0,203.2,112.490816,15,1.1,3.4,0.3,-11.0,0.147,0.184,0.108,0.271,0.048,2001-02
Michael Bradley,TOR,23.0,205.74,102.965384,26,1.2,0.9,0.1,-23.1,0.071,0.175,0.133,0.526,0.042,2001-02
Mengke Bateer,DEN,26.0,210.82,131.54168,27,5.1,3.6,0.8,-7.6,0.084,0.195,0.198,0.469,0.096,2001-02
Maurice Evans,MIN,23.0,195.58,99.79024,10,2.1,0.4,0.4,-6.1,0.06,0.026,0.198,0.506,0.154,2001-02
Matt Harpring,PHI,26.0,200.66,104.779752,81,11.8,7.1,1.3,3.8,0.091,0.1639999999999999,0.191,0.512,0.073,2001-02
Matt Geiger,PHI,32.0,205.74,110.222856,4,0.8,1.5,0.0,-42.0,0.091,0.0969999999999999,0.149,0.1689999999999999,0.0,2001-02
Matt Bullard,CHH,35.0,208.28,97.52228,31,3.4,1.5,0.5,-6.3,0.03,0.12,0.172,0.436,0.077,2001-02
Mateen Cleaves,SAC,24.0,187.96,92.98636,32,2.2,0.3,0.8,-11.1,0.0069999999999999,0.043,0.262,0.486,0.253,2001-02
Mark Strickland,ATL,31.0,208.28,99.79024,46,4.5,2.8,0.4,-7.0,0.069,0.162,0.171,0.466,0.051,2001-02
Metta World Peace,IND,22.0,200.66,111.583632,55,13.2,4.9,2.3,-1.2,0.05,0.141,0.2319999999999999,0.501,0.142,2001-02
Michael Stewart,TOR,27.0,208.28,104.32616,11,2.0,2.3,0.3,-0.5,0.136,0.188,0.163,0.395,0.068,2001-02
Mike Bibby,SAC,24.0,185.42,86.18248,80,13.7,2.8,5.0,7.3,0.015,0.071,0.1969999999999999,0.513,0.2269999999999999,2001-02
Mike James,MIA,27.0,187.96,86.18248,15,2.8,0.9,1.3,-17.2,0.019,0.143,0.237,0.456,0.306,2001-02
P.J. Brown,CHH,32.0,210.82,108.408488,80,8.4,9.8,1.3,3.1,0.122,0.23,0.124,0.545,0.064,2001-02
Othella Harrington,NYK,28.0,205.74,106.59412,77,7.7,4.5,0.5,1.5,0.1009999999999999,0.1639999999999999,0.188,0.5670000000000001,0.042,2001-02
Oscar Torres,HOU,25.0,198.12,95.25432,65,6.0,1.9,0.6,-9.2,0.047,0.083,0.185,0.502,0.065,2001-02
Olumide Oyedeji,SEA,21.0,208.28,115.66596,36,1.5,2.2,0.1,5.0,0.144,0.245,0.13,0.562,0.026,2001-02
Obinna Ekezie,LAC,26.0,205.74,122.46984,29,1.9,1.2,0.1,1.0,0.092,0.162,0.198,0.477,0.032,2001-02
Norman Richardson,CHI,24.0,195.58,90.7184,11,2.7,0.7,0.2,-17.1,0.047,0.085,0.221,0.501,0.057,2001-02
Nazr Mohammed,ATL,24.0,208.28,113.398,82,9.7,7.9,0.4,-6.3,0.127,0.215,0.1939999999999999,0.49,0.026,2001-02
Morris Peterson,TOR,24.0,200.66,98.883056,63,14.0,3.5,2.4,-0.7,0.05,0.079,0.21,0.524,0.131,2001-02
Mookie Blaylock,GSW,35.0,182.88,81.64656,35,3.4,1.5,3.3,-8.7,0.015,0.086,0.138,0.3979999999999999,0.33,2001-02
Moochie Norris,HOU,28.0,185.42,79.3786,82,8.1,3.0,4.9,-6.1,0.037,0.091,0.178,0.471,0.302,2001-02
Monty Williams,ORL,30.0,203.2,102.0582,68,7.1,3.5,1.4,-2.9,0.072,0.14,0.179,0.575,0.126,2001-02
Mitchell Butler,POR,31.0,195.58,97.975872,11,2.6,1.3,0.5,-9.4,0.076,0.11,0.178,0.513,0.098,2001-02
Mitch Richmond,LAL,37.0,195.58,99.79024,64,4.1,1.5,0.9,9.8,0.021,0.114,0.1939999999999999,0.488,0.131,2001-02
Milt Palacio,PHX,24.0,190.5,88.45044,69,3.3,1.1,1.2,-4.5,0.015,0.095,0.17,0.4679999999999999,0.1889999999999999,2001-02
Mikki Moore,DET,26.0,213.36,104.32616,30,2.6,1.7,0.4,1.1,0.126,0.175,0.183,0.545,0.087,2001-02
Mike Penberthy,LAL,27.0,190.5,81.64656,3,1.7,0.7,0.7,-10.9,0.0,0.154,0.132,0.665,0.25,2001-02
Mike Miller,ORL,22.0,203.2,98.883056,63,15.2,4.3,3.1,3.6,0.026,0.1169999999999999,0.209,0.542,0.149,2001-02
Patrick Ewing,ORL,39.0,213.36,115.66596,65,6.0,4.0,0.5,-1.9,0.072,0.253,0.226,0.497,0.066,2001-02
Sam Mack,MIA,32.0,200.66,99.79024,12,3.3,1.2,0.3,1.0,0.0139999999999999,0.083,0.1689999999999999,0.384,0.04,2001-02
Steven Smith,SAS,33.0,203.2,100.243832,77,11.6,2.5,2.0,6.6,0.024,0.075,0.183,0.588,0.113,2001-02
Samaki Walker,LAL,26.0,205.74,117.93392,69,6.7,7.0,0.9,3.1,0.087,0.231,0.131,0.545,0.057,2001-02
Tyronn Lue,WAS,25.0,182.88,80.73937600000001,71,7.8,1.7,3.5,-0.8,0.011,0.0819999999999999,0.205,0.507,0.293,2001-02
Tyrone Nesby,WAS,26.0,198.12,111.13004,70,6.3,4.5,1.3,-0.5,0.079,0.171,0.157,0.481,0.099,2001-02
Tyrone Hill,CLE,34.0,205.74,113.398,26,8.0,10.5,0.9,-1.5,0.1119999999999999,0.291,0.153,0.46,0.043,2001-02
Troy Murphy,GSW,22.0,210.82,111.13004,82,5.9,3.9,0.9,-8.2,0.075,0.181,0.172,0.488,0.08,2001-02
Troy Hudson,ORL,26.0,185.42,77.11064,81,11.7,1.8,3.1,-1.4,0.019,0.069,0.258,0.526,0.236,2001-02
Trenton Hassell,CHI,23.0,195.58,90.7184,78,8.7,3.3,2.2,-10.3,0.033,0.103,0.161,0.502,0.13,2001-02
Tremaine Fowlkes,LAC,26.0,203.2,99.79024,22,3.4,2.9,0.8,-9.0,0.1,0.113,0.119,0.477,0.076,2001-02
Tyson Chandler,CHI,19.0,215.9,106.59412,71,6.1,4.8,0.8,-7.1,0.0969999999999999,0.186,0.1639999999999999,0.5429999999999999,0.063,2001-02
Travis Knight,NYK,27.0,213.36,106.59412,49,2.0,2.1,0.2,-10.5,0.121,0.15,0.162,0.401,0.034,2001-02
Trajan Langdon,CLE,26.0,190.5,89.357624,44,4.8,1.3,1.4,-0.1,0.03,0.1,0.218,0.5329999999999999,0.221,2001-02
Tracy Murray,TOR,30.0,200.66,103.418976,40,5.7,1.3,0.5,-7.8,0.0409999999999999,0.093,0.231,0.525,0.074,2001-02
Tracy McGrady,ORL,23.0,203.2,95.25432,76,25.6,7.8,5.3,4.6,0.057,0.171,0.311,0.532,0.25,2001-02
Tony Parker,SAS,20.0,187.96,80.28578399999998,77,9.2,2.6,4.3,5.8,0.017,0.0819999999999999,0.177,0.497,0.237,2001-02
Tony Massenburg,MEM,34.0,205.74,113.398,73,5.5,4.4,0.4,-13.5,0.092,0.211,0.173,0.503,0.036,2001-02
Tony Delk,BOS,28.0,187.96,85.728888,63,9.5,3.2,2.1,4.2,0.042,0.114,0.21,0.473,0.146,2001-02
Tony Battie,BOS,26.0,210.82,108.86208,74,6.9,6.5,0.5,5.1,0.109,0.178,0.126,0.57,0.031,2001-02
Travis Best,CHI,29.0,180.34,82.10015200000001,74,7.9,2.0,4.4,-4.7,0.013,0.087,0.177,0.511,0.301,2001-02
Victor Alexander,DET,32.0,208.28,120.20188,14,2.9,2.1,0.4,5.1,0.075,0.237,0.28,0.367,0.105,2001-02
Vin Baker,SEA,30.0,210.82,113.398,55,14.1,6.4,1.3,-1.5,0.1169999999999999,0.126,0.235,0.517,0.071,2001-02
Vince Carter,TOR,25.0,198.12,102.0582,60,24.7,5.2,4.0,1.5,0.063,0.085,0.302,0.515,0.19,2001-02
Zendon Hamilton,DEN,27.0,210.82,115.212368,54,6.0,4.7,0.3,-14.6,0.141,0.213,0.1989999999999999,0.499,0.0289999999999999,2001-02
Zeljko Rebraca,DET,30.0,213.36,116.573144,74,6.9,3.9,0.5,3.4,0.094,0.198,0.217,0.569,0.0559999999999999,2001-02
Zach Randolph,POR,20.0,205.74,122.46984,41,2.8,1.7,0.3,-3.7,0.144,0.193,0.253,0.479,0.103,2001-02
William Avery,MIN,22.0,187.96,89.357624,28,2.5,0.9,1.3,-1.9,0.018,0.087,0.205,0.361,0.217,2001-02
Will Solomon,MEM,23.0,185.42,83.91452,62,5.2,1.1,1.5,-6.8,0.0139999999999999,0.07,0.215,0.442,0.1889999999999999,2001-02
Wesley Person,CLE,31.0,198.12,90.7184,78,15.1,3.8,2.2,-0.5,0.021,0.1009999999999999,0.176,0.589,0.103,2001-02
Wang Zhi-zhi,DAL,24.0,215.9,99.79024,55,5.6,2.0,0.4,5.8,0.034,0.173,0.2239999999999999,0.564,0.063,2001-02
Walter McCarty,BOS,28.0,208.28,104.32616,56,3.8,2.3,0.7,0.4,0.05,0.154,0.135,0.563,0.0969999999999999,2001-02
Walt Williams,HOU,32.0,203.2,104.32616,48,9.4,3.4,1.4,-4.1,0.038,0.129,0.195,0.5379999999999999,0.107,2001-02
Wally Szczerbiak,MIN,25.0,200.66,110.676448,82,18.7,4.8,3.1,5.0,0.045,0.098,0.217,0.58,0.133,2001-02
Voshon Lenard,DEN,29.0,193.04,92.98636,71,11.5,2.6,1.8,-7.2,0.025,0.107,0.246,0.495,0.144,2001-02
Vonteego Cummings,PHI,26.0,190.5,86.18248,58,3.3,0.9,1.0,-12.4,0.031,0.092,0.215,0.477,0.23,2001-02
Vladimir Stepania,MIA,26.0,213.36,107.047712,67,4.3,4.0,0.2,-4.5,0.13,0.239,0.185,0.483,0.033,2001-02
Vladimir Radmanovic,SEA,21.0,208.28,106.140528,61,6.7,3.8,1.3,3.3,0.044,0.175,0.172,0.528,0.1,2001-02
Vlade Divac,SAC,34.0,215.9,117.93392,80,11.1,8.4,3.7,9.2,0.093,0.1989999999999999,0.186,0.513,0.177,2001-02
Vitaly Potapenko,BOS,27.0,208.28,129.27372,79,4.6,4.4,0.4,-1.0,0.132,0.154,0.141,0.513,0.038,2001-02
Vinny Del Negro,PHX,35.0,193.04,83.91452,2,1.0,0.0,1.0,-3.1,0.0,0.0,0.405,0.25,0.667,2001-02
Toni Kukoc,ATL,33.0,210.82,106.59412,59,9.9,3.7,3.5,-1.8,0.033,0.1369999999999999,0.206,0.511,0.2339999999999999,2001-02
Tom Gugliotta,PHX,32.0,208.28,108.86208,44,6.5,5.0,1.8,-1.2,0.057,0.161,0.15,0.449,0.1,2001-02
Todd MacCulloch,NJN,26.0,213.36,127.00576,62,9.7,6.1,1.3,6.3,0.114,0.158,0.175,0.562,0.078,2001-02
Tim Thomas,MIL,25.0,208.28,108.86208,74,11.7,4.1,1.4,1.2,0.039,0.132,0.225,0.522,0.091,2001-02
Slava Medvedenko,LAL,23.0,208.28,113.398,70,4.7,2.3,0.6,6.9,0.127,0.113,0.228,0.501,0.099,2001-02
Shawnelle Scott,DEN,30.0,208.28,113.398,21,3.9,4.9,0.4,-5.8,0.1939999999999999,0.2269999999999999,0.1669999999999999,0.489,0.0559999999999999,2001-02
Shawn Marion,PHX,24.0,200.66,97.52228,81,19.1,9.9,2.0,0.0,0.075,0.217,0.235,0.518,0.091,2001-02
Shawn Kemp,POR,32.0,208.28,127.00576,75,6.1,3.8,0.7,-1.7,0.085,0.203,0.2019999999999999,0.489,0.071,2001-02
Shawn Bradley,DAL,30.0,228.6,120.20188,53,4.1,3.3,0.4,6.2,0.084,0.176,0.136,0.562,0.04,2001-02
Shareef Abdur-Rahim,ATL,25.0,205.74,104.32616,77,21.2,9.0,3.1,-4.4,0.075,0.191,0.27,0.536,0.152,2001-02
Shaquille O'Neal,LAL,30.0,215.9,142.88148,67,27.2,10.7,3.0,11.5,0.11,0.211,0.318,0.59,0.157,2001-02
Shane Battier,MEM,23.0,203.2,99.79024,78,14.4,5.4,2.8,-5.6,0.064,0.086,0.181,0.518,0.1159999999999999,2001-02
Shandon Anderson,NYK,28.0,198.12,95.25432,82,5.0,3.0,0.9,-3.6,0.043,0.138,0.153,0.489,0.083,2001-02
Shammond Williams,SEA,27.0,185.42,91.171992,50,4.4,1.3,1.7,0.2,0.033,0.094,0.192,0.526,0.225,2001-02
Sean Rooks,LAC,32.0,208.28,117.93392,61,3.0,2.0,0.4,-0.3,0.051,0.144,0.143,0.4429999999999999,0.055,2001-02
Sean Marks,MIA,26.0,208.28,113.398,21,4.6,3.6,0.4,-6.1,0.067,0.201,0.182,0.466,0.046,2001-02
Scottie Pippen,POR,36.0,200.66,103.418976,62,10.6,5.2,5.9,2.8,0.043,0.147,0.188,0.497,0.283,2001-02
Scott Williams,DEN,34.0,208.28,111.13004,41,4.9,5.1,0.3,-12.2,0.1169999999999999,0.2,0.1669999999999999,0.43,0.0289999999999999,2001-02
Scott Padgett,UTA,26.0,205.74,108.86208,75,6.7,3.8,1.1,2.4,0.103,0.156,0.178,0.568,0.109,2001-02
Scot Pollard,SAC,27.0,210.82,120.20188,80,6.4,7.1,0.7,7.2,0.107,0.214,0.115,0.59,0.039,2001-02
Samuel Dalembert,PHI,22.0,210.82,113.398,34,1.5,2.0,0.1,-4.5,0.153,0.285,0.172,0.44,0.047,2001-02
Speedy Claxton,PHI,24.0,180.34,75.296272,67,7.2,2.4,3.0,-1.5,0.034,0.086,0.181,0.469,0.2269999999999999,2001-02
Sam Mitchell,MIN,38.0,200.66,97.52228,74,3.3,1.1,0.6,1.9,0.0279999999999999,0.105,0.171,0.491,0.096,2001-02
Stacey Augmon,CHH,33.0,203.2,96.615096,77,4.7,2.9,1.3,5.3,0.053,0.139,0.149,0.481,0.128,2001-02
Stephon Marbury,PHX,25.0,187.96,81.64656,82,20.4,3.2,8.1,-1.7,0.026,0.069,0.265,0.519,0.355,2001-02
Tim James,PHI,25.0,200.66,96.161504,9,1.3,0.8,0.1,-22.5,0.119,0.074,0.1969999999999999,0.384,0.048,2001-02
Tim Hardaway,DEN,35.0,182.88,88.45044,68,9.6,1.8,4.1,-1.7,0.01,0.077,0.217,0.492,0.283,2001-02
Tim Duncan,SAS,26.0,213.36,117.93392,82,25.5,12.7,3.7,8.7,0.0969999999999999,0.257,0.291,0.5760000000000001,0.182,2001-02
Tierre Brown,HOU,23.0,187.96,85.728888,40,3.1,1.1,1.8,-18.9,0.03,0.091,0.188,0.483,0.341,2001-02
Theo Ratliff,ATL,29.0,208.28,104.32616,3,8.7,5.3,0.3,-11.2,0.075,0.141,0.183,0.523,0.024,2001-02
Terry Porter,SAS,39.0,190.5,92.98636,72,5.5,2.3,2.8,14.0,0.011,0.125,0.156,0.5579999999999999,0.25,2001-02
Terrell Brandon,MIN,32.0,180.34,78.471416,32,12.4,2.9,8.3,7.2,0.02,0.085,0.201,0.494,0.387,2001-02
Terence Morris,HOU,23.0,205.74,100.243832,68,3.8,3.1,0.9,-11.0,0.076,0.14,0.142,0.423,0.096,2001-02
Tariq Abdul-Wahad,DAL,27.0,198.12,101.151016,24,5.6,3.5,1.0,-7.8,0.0969999999999999,0.115,0.19,0.418,0.09,2001-02
Tang Hamilton,MIA,24.0,203.2,99.79024,9,2.2,2.0,0.6,-0.5,0.065,0.145,0.103,0.514,0.088,2001-02
Stromile Swift,MEM,22.0,205.74,102.0582,68,11.8,6.3,0.7,-9.1,0.103,0.158,0.2189999999999999,0.539,0.052,2001-02
Mark Pope,MIL,29.0,208.28,106.59412,45,1.9,1.6,0.4,-4.5,0.055,0.136,0.127,0.434,0.06,2001-02
Steven Hunter,ORL,20.0,208.28,101.604608,53,3.6,1.8,0.1,-7.1,0.0819999999999999,0.1119999999999999,0.176,0.502,0.016,2001-02
Steve Nash,DAL,28.0,190.5,88.45044,82,17.9,3.1,7.7,5.2,0.02,0.077,0.23,0.602,0.355,2001-02
Steve Kerr,POR,36.0,190.5,81.64656,65,4.1,0.9,1.0,3.3,0.009,0.081,0.154,0.573,0.134,2001-02
Steve Goodrich,NJN,26.0,208.28,99.79024,9,0.6,0.6,0.6,-5.8,0.019,0.091,0.134,0.23,0.1669999999999999,2001-02
Steve Francis,HOU,25.0,190.5,88.45044,57,21.6,7.0,6.4,-1.6,0.051,0.142,0.281,0.517,0.281,2001-02
Stephen Jackson,SAS,24.0,203.2,98.883056,23,3.9,1.1,0.5,-3.0,0.015,0.111,0.245,0.452,0.098,2001-02
Mark Madsen,LAL,26.0,205.74,107.047712,59,2.8,2.7,0.7,5.7,0.143,0.1369999999999999,0.129,0.492,0.096,2001-02
Kevin Ollie,IND,29.0,187.96,88.45044,81,5.7,2.3,3.6,-4.9,0.017,0.107,0.151,0.51,0.293,2001-02
Mark Bryant,SAS,37.0,205.74,113.398,30,1.9,1.5,0.3,-4.0,0.13,0.107,0.144,0.478,0.078,2001-02
Greg Anthony,MIL,34.0,185.42,81.64656,60,7.9,2.2,4.7,-9.1,0.017,0.086,0.185,0.46,0.31,2001-02
Grant Long,MEM,36.0,205.74,113.398,66,6.3,3.5,2.1,-10.1,0.019,0.1169999999999999,0.133,0.475,0.1169999999999999,2001-02
Grant Hill,ORL,29.0,203.2,102.0582,14,16.8,8.9,4.6,1.3,0.057,0.21,0.225,0.51,0.206,2001-02
Glenn Robinson,MIL,29.0,200.66,104.32616,66,20.7,6.2,2.5,-1.5,0.037,0.158,0.287,0.537,0.13,2001-02
Glen Rice,HOU,35.0,203.2,99.79024,20,8.6,2.4,1.6,-2.7,0.01,0.0819999999999999,0.162,0.477,0.084,2001-02
Gilbert Arenas,GSW,20.0,190.5,86.636072,47,10.9,2.8,3.7,-6.5,0.036,0.083,0.1969999999999999,0.562,0.241,2001-02
Gerald Wallace,SAC,19.0,200.66,97.52228,54,3.2,1.6,0.5,1.6,0.1119999999999999,0.086,0.205,0.4429999999999999,0.094,2001-02
Greg Buckner,DAL,25.0,193.04,95.25432,44,5.8,3.9,1.1,0.9,0.086,0.136,0.127,0.5660000000000001,0.077,2001-02
George McCloud,DEN,35.0,203.2,102.0582,69,8.8,3.6,3.0,-10.4,0.04,0.123,0.192,0.466,0.187,2001-02
Gary Trent,MIN,27.0,203.2,113.398,64,7.5,4.2,0.9,-2.7,0.108,0.172,0.203,0.5379999999999999,0.087,2001-02
Gary Payton,SEA,33.0,193.04,81.64656,82,22.1,4.8,9.0,3.2,0.0289999999999999,0.11,0.271,0.526,0.391,2001-02
Fred Hoiberg,CHI,29.0,195.58,95.25432,79,4.4,2.7,1.7,-7.8,0.015,0.1639999999999999,0.121,0.519,0.158,2001-02
Felton Spencer,NYK,34.0,213.36,131.54168,32,0.9,1.6,0.1,-4.6,0.075,0.151,0.098,0.358,0.019,2001-02
Felipe Lopez,MIN,27.0,195.58,88.45044,67,2.5,1.2,0.6,-2.5,0.0579999999999999,0.1009999999999999,0.172,0.469,0.108,2001-02
Evan Eschmeyer,DAL,27.0,210.82,115.66596,31,2.0,3.2,0.3,3.4,0.122,0.214,0.12,0.48,0.043,2001-02
Etan Thomas,WAS,24.0,208.28,117.93392,47,4.3,3.9,0.1,-0.1,0.104,0.23,0.154,0.5529999999999999,0.015,2001-02
George Lynch,CHH,31.0,203.2,103.418976,45,3.8,4.1,1.2,0.2,0.085,0.146,0.131,0.3989999999999999,0.1,2001-02
Greg Foster,MIL,33.0,210.82,108.86208,6,1.2,1.3,0.2,-16.6,0.0,0.364,0.196,0.325,0.083,2001-02
Greg Ostertag,UTA,29.0,218.44,127.00576,74,3.3,4.2,0.7,2.2,0.14,0.193,0.126,0.474,0.068,2001-02
Hakeem Olajuwon,TOR,39.0,213.36,115.66596,61,7.1,6.0,1.1,0.5,0.079,0.221,0.184,0.478,0.076,2001-02
Jalen Rose,CHI,29.0,203.2,98.429464,83,20.4,4.5,4.3,-2.1,0.016,0.1169999999999999,0.26,0.528,0.203,2001-02
Jake Voskuhl,PHX,24.0,210.82,111.13004,59,5.0,4.2,0.3,-4.2,0.127,0.193,0.144,0.614,0.031,2001-02
Jake Tsakalidis,PHX,23.0,218.44,129.27372,67,7.3,5.6,0.3,1.1,0.09,0.171,0.156,0.522,0.022,2001-02
Jahidi White,WAS,26.0,205.74,131.54168,71,5.4,6.3,0.2,-3.5,0.1369999999999999,0.257,0.142,0.552,0.019,2001-02
Jacque Vaughn,ATL,27.0,185.42,86.18248,82,6.6,2.0,4.3,-6.8,0.011,0.096,0.149,0.547,0.316,2001-02
Jabari Smith,PHI,25.0,210.82,113.398,23,3.2,1.2,0.5,4.7,0.048,0.106,0.191,0.474,0.095,2001-02
Isaiah Rider,DEN,31.0,195.58,97.52228,10,9.3,3.3,1.2,9.0,0.068,0.149,0.27,0.526,0.12,2001-02
Ira Newble,ATL,27.0,200.66,97.52228,42,8.0,5.3,1.1,-0.8,0.073,0.126,0.125,0.56,0.055,2001-02
Ira Bowman,PHI,29.0,195.58,88.45044,3,3.3,0.3,0.3,-10.8,0.0,0.033,0.113,0.7140000000000001,0.063,2001-02
Ike Fontaine,MEM,27.0,193.04,95.25432,6,1.8,0.8,0.7,-39.0,0.0,0.088,0.124,0.331,0.093,2001-02
Ike Austin,MEM,32.0,208.28,130.63449599999998,21,3.6,3.4,0.6,-13.4,0.038,0.2239999999999999,0.157,0.405,0.072,2001-02
Hubert Davis,WAS,32.0,195.58,83.007336,51,7.2,1.5,2.1,-1.6,0.0069999999999999,0.065,0.143,0.544,0.144,2001-02
Howard Eisley,NYK,29.0,187.96,81.64656,39,4.4,1.3,2.6,-0.1,0.018,0.074,0.1939999999999999,0.435,0.292,2001-02
Horace Grant,ORL,36.0,208.28,111.13004,76,8.0,6.3,1.4,6.2,0.08,0.166,0.126,0.539,0.069,2001-02
Hedo Turkoglu,SAC,23.0,203.2,99.79024,80,10.1,4.5,2.0,10.7,0.035,0.163,0.193,0.514,0.126,2001-02
Harold Jamison,LAC,25.0,205.74,122.016248,25,2.2,1.6,0.2,-6.0,0.14,0.1,0.131,0.544,0.051,2001-02
Hanno Mottola,ATL,25.0,210.82,112.037224,82,4.8,3.3,0.6,-5.7,0.069,0.161,0.163,0.474,0.06,2001-02
